Detector,mAP,VR@mAP,FP@mAP,VmAP,VR@VmAP,FP@VmAP
DFF,72.20194305272946,84.78260869565217,749.0,69.68069570813917,73.91304347826086,65.0
MEGA-BASE,76.79604326895395,84.78260869565217,564.0,74.63300607760635,76.08695652173914,34.0
FGFA,78.03146505241159,80.43478260869566,328.0,73.91304347826086,73.91304347826086,0.0
RDN,79.86414816162176,86.95652173913044,324.0,73.31631903642773,73.91304347826086,5.0
MEGA,91.19813933478537,93.47826086956522,190.0,89.2904197252024,91.30434782608695,2.0
