Detector,mAP,VR@mAP,FP@mAP,VmAP,VR@VmAP,FP@VmAP
DFF,41.607410478645896,44.827586206896555,93.0,40.12523458922599,42.5287356321839,15.0
MEGA-BASE,48.54526540018791,52.87356321839081,220.0,41.7223650965333,43.67816091954023,8.0
FGFA,46.2314708358692,52.87356321839081,349.0,39.34174406106815,41.95402298850575,12.0
RDN,49.52392192205098,58.04597701149425,247.0,44.66320125778432,47.701149425287355,25.0
MEGA,57.651706582850615,66.66666666666666,224.0,50.13785523506738,54.02298850574713,27.0
