Detector,mAP,VR@mAP,FP@mAP,VmAP,VR@VmAP,FP@VmAP
DFF,62.19107245684072,68.31683168316832,490.0,54.437765205091935,54.45544554455446,1.0
MEGA-BASE,63.67197099495441,68.31683168316832,146.0,58.45828630482094,59.4059405940594,12.0
FGFA,64.20903365037142,66.33663366336634,203.0,60.33317617476034,60.396039603960396,2.0
RDN,64.57183143113808,68.31683168316832,280.0,57.34183587850311,57.42574257425742,1.0
MEGA,63.69570265276806,70.29702970297029,261.0,58.9098340897816,62.37623762376238,9.0
